id,source,text
171,visible:span[dir='auto'],"東吳獨眼龍這學期修到一堆水課
1
/
2"
172,visible:span[dir='auto'],"繁星47%上東吳中文根本奇跡
感謝老天🙏
1
/
2"
174,visible:span[dir='auto'],"輔仁經濟備取
輔仁企管正取
東吳經濟正取
好猶豫要去哪裡😭😭
最想去輔仁經濟
看去年的備取數感覺也蠻有機會的
但我有點擔心我的數學…
微積分還可以
但其他的在高中階段就快要我的命了
我只是因為公民的供需理論跟市場機制那些才有興趣的啊啊啊
企管不到排斥有一點點小小興趣
東吳去的機會應該很小
抱歉了教授我騙了你（#
有沒有學長姐講一下經濟的數學會很難嗎🥹
或者有沒有未來可能的同學來認親一下😆
1
/
2"
175,visible:span[dir='auto'],後天去東吳城中面試需要準備什麼
177,visible:span[dir='auto'],"我的夢想是把東吳大學鏟平
1
/
2"
178,visible:span[dir='auto'],"東吳大學
翻到大學時候（大概2019）
學校掛的布條，太猛了😱"
179,visible:span[dir='auto'],"幹不是啦 雖然是畢業了沒錯
但我明天還要期末考欸 直接刪掉創課太扯了吧
東吳大學不可能這樣對我吧⋯拎老師卡齁欸
1
/
2"
180,visible:span[dir='auto'],"發瘋
在上東吳推廣部的日文課
老師上課講到手機的名稱回顧史（？
結果有一個妹妹竟然不知道「行動電話」這個名稱，
這個實在是讓我太意外了
1
/
2"
183,visible:span[dir='auto'],"幹幹幹東吳輔仁誰愛去誰去
先放榜把我排那麼後面害我以為北大我不會過
結果北大正取啦哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1
/
2"
184,visible:span[dir='auto'],"高一：台大
高二：政大企管
高三上：輔仁 東吳 淡江也不錯啦哈哈
學測前：輔仁 東吳 淡江
學測後：輔仁
放榜後：輔仁宗教 實踐服設"
185,visible:span[dir='auto'],要選東吳哲學還是中文🥲
188,visible:span[dir='auto'],"台大，政大，東吳大，還有大，都有上課嗎？台灣的大學嚴厲嗎？
1
/
2"
189,visible:span[dir='auto'],來東吳才知道我寧願測仰臥起坐也不要測捲腹 我寧願測100也不要折返跑
190,visible:span[dir='auto'],"#東吳大學 #東海大學
想詢問各位學長姐，東吳大學跟東海大學哪一個比較好呢？都是社會工作學系！交通的話，聽說東吳大學的交通是不是比較不方便？"
191,visible:span[dir='auto'],"如果你們不想要系會時間擋在那裡
歡迎來到東吳資料科學系（？）
選課排課無負擔"
192,visible:span[dir='auto'],"東吳真的好多美女 上學真美好
1
/
2"
195,visible:span[dir='auto'],"明天東吳資管 一定會正取！🍀
1
/
2"
196,visible:span[dir='auto'],欸東吳大學的人你們都知道紅30沒有開進學校嗎？我被ㄎㄨㄤ了啊幸好不止我不知道，我想說外面有寫東吳大學結果裡面的路線沒有！！！！
197,visible:span[dir='auto'],"如果你是東吳化學新鮮人一定要聯絡我們！
有許多第一手的消息需要跟你分享與聯繫～
新生群會回覆你大部分的疑難雜症哦哦哦！"
198,visible:span[dir='auto'],很怕學測英文均標去東吳讀英文系會死很慘🥲
199,visible:span[dir='auto'],"我高中三年都把東吳當作白月光在看待，甚至面試前我一直以東吳大學中國文學系自稱，身邊朋友沒有一個不知道的
面試完後，卻真的有被東海那樣的校園、人文所吸引，也開始在思考，政治系是否會更適合我？（本人蠻喜歡能討論的課堂&多元視角的課程）
1
/
2"
201,visible:span[dir='auto'],"真的感謝東吳這五年
交換+輔系
修了將近200學分
不敢說自己真的學了什麼硬實力
但至少還算有點收穫吧
至少看動漫不用開字幕🤪"
