id,source,text
111,visible:span[dir='auto'],"我自行宣布
第一屆《threads輔大各系系花》大賽
正式開始
選手如下："
112,visible:span[dir='auto'],"超沒禮貌 祝你上不了東吳><！
1
/
2"
113,visible:span[dir='auto'],"有聽說轉系考其實很困難 我本人成績蠻普通的所以也因此有點擔憂 不知道怎麼選擇
1
/
2"
114,visible:span[dir='auto'],"東吳現主時
1
/
2"
115,visible:span[dir='auto'],"第一次來東吳大學 這裡好漂亮
而且學校裡面有麥當勞 氛圍有點像中原大學"
116,visible:span[dir='auto'],應用數學系之後出路有哪些啊啊啊
117,visible:span[dir='auto'],"嘖 東吳樓梯都比帥哥多 東吳大學
1
/
2"
118,visible:span[dir='auto'],"要大三了
1.不知道自己在這個系唸什麼
2.期末考也不知道在考什麼
3.報告基本都是ai產的
4.沒有什麼社交活動，基本窩租屋處
5.別人不是拿卷就是交男女朋友
主打一個完全不知道在幹嘛"
119,visible:span[dir='auto'],"到底要選輔仁還是東吳…
雖然論分數好像都不怎麼樣
輔仁好處在於真的很方便 非常方便
學校本身也不錯
東吳根本遠的要命的王國 如果選東吳得考慮租房子又是一筆大開銷 只是輔導老師跟我說社工的東吳口碑好像比輔仁好 東吳還有卡研 只是真的很遠
住宿我能接受 但錢包好像有點難接受"
120,visible:span[dir='auto'],"兩台557
幹來東吳第一次打這麼富裕的仗"
121,visible:span[dir='auto'],請問北市大怎麼樣跟私立東吳輔仁比誰好😭😭
122,visible:span[dir='auto'],"我跟你們講我今天去高院民事庭旁聽 然後有一個法警就問我來開庭嗎 我說不是我來旁聽
法警：對面法律系嗎
我：對！
法警（非常熱情）：東吳法律真的很優秀！
我當下挺尷尬的因為
我是對面東吳大學法律系正隔壁的文化大學法律系⋯^_^
1
/
2"
123,visible:span[dir='auto'],"還私校前段班勒真的太失望了
東吳
1
/
2"
124,visible:span[dir='auto'],"想問 讀私立大學是真的被歧視很慘嗎
如果讀 東海建築 也會被歧視嗎
感覺我很努力考了一個算高的學測分數進去 雖然不是頂大、國立大學（對 我考不上成大建築）但東海建築以我查的應該是很強的吧 身邊的人聽到我上私立的臉就垮下來了🥲
1
/
2"
125,visible:span[dir='auto'],"幹不是啦 雖然是畢業了沒錯
但我明天還要期末考欸 直接刪掉創課太扯了吧
東吳大學不可能這樣對我吧⋯拎老師卡齁欸
1
/
2"
126,visible:span[dir='auto'],"雖然東吳大學並不是什麼名校，但還是勝過台灣大學。
東吳大學有爬不完的樓梯，而台灣大學沒有，
此為一勝；
東吳大學一勝，台大零勝，此乃第二勝；
東吳大學兩勝，台大零勝，此乃第三勝。
故東吳大學才是貨真價實的頂大。"
127,visible:span[dir='auto'],"關於法律系的冷知識
讀得好當律師❌
讀不好當公民老師✅
1
/
2"
128,visible:span[dir='auto'],"升大學的各種資訊都在這裡！
📚
@dcard.tw
的升學小帳 📚"
129,visible:span[dir='auto'],東吳大學最富裕的畫面
130,visible:span[dir='auto'],"因為我們不會這樣說啊
學分班就是學分班
學士我們就會寫台大法學士
他寫在政大碩士後面，就代表這是他研究所唸完才去唸
加上是資料碩士（這也不知道是什麼）
更能肯定他就是非法律系去唸學分班"
131,visible:span[dir='auto'],"律師有看錯一個小東西了
應該是寫資科碩士
敝校確實有個資料科學系"
132,visible:span[dir='auto'],"第五，系排校名不是唯一指標，成績好是加分，不漂亮也不代表沒機會。教授看的是整體：你的經歷、敘事邏輯、研究潛力，加起來的綜合判斷。
1
/
2"
133,visible:span[dir='auto'],"東吳水師 紮營地訓練
1
/
2"
134,visible:span[dir='auto'],"東吳生第一次去輔大：
幹 好大"
135,visible:span[dir='auto'],確定心理系在左邊嗎⋯⋯：）？
136,visible:span[dir='auto'],東吳輔仁淡江歷史系分數要多少才穩啊⋯
137,visible:span[dir='auto'],"好煩喔
想考法律系的人應該都知道東吳法是真的很強
但家人就一直說什麼要我去中字輩法律
說國立的一定比私立的好
我一直努力說服他們東吳法真的很強了
雖然比不上台大政大
雖然是私立但就是強啊
我真的就想要東吳法啦
他們死都不讓我讀
我真的跟他們吵架吵到哭出來"
138,visible:span[dir='auto'],東吳大學敢不敢把冷氣開強一點
139,visible:span[dir='auto'],"讀資管系的優點：
什麼都碰過一點，但又說不出哪一樣厲害。"
140,visible:span[dir='auto'],"📊 推甄資料重要性真實排序
從我的評分標準來看：
🔬 專題/研究成果：65%
📚 相關科目成績/校系排名：20%
🎯 未來規劃（業界？學界？出國深造？）：15%
是的，你苦心維持三年的 GPA，可能只會被快速掃過。
但如果你有扎實的研究成果？我們會仔細研究每個細節。
1
/
5"
141,visible:span[dir='auto'],心理系學那麼多為什麼薪水那麼低啊
142,visible:span[dir='auto'],今年東吳會計比企管低是什麼意思😌😌
143,visible:span[dir='auto'],"還是想去東吳😭
1
/
2"
144,visible:span[dir='auto'],"寄停修申請信給經濟系教授
不小心叫他把經濟學修完…"
145,visible:span[dir='auto'],"個申一階全上東吳
想問學長姊東吳的校風如何😖😖
因為本人比較純樸、晚上從來沒去過信義區⋯⋯⋯ 希望大學不要有太多愛玩的朋友😭👉👈"
146,visible:span[dir='auto'],期末考要考東吳政治招生SWOT 但是我真的想不到敝系有什麼弱點可以寫欸
147,visible:span[dir='auto'],其說現在想想，東吳在戒嚴時代開設日文系也是挺妙的，畢竟東吳大學是某種程度上是衛理公會的學校，然後衛理公會是蔣宋美齡的母會⋯⋯。
148,visible:span[dir='auto'],"臺北市立大學vs國立臺北教育大學
個人對國立比較有興趣，但已交通來說臺北市立的較近
好難抉擇～～"
149,visible:span[dir='auto'],身為東吳歷史系的新生有什麼需要注意的嗎🧐
150,visible:span[dir='auto'],最近看104履歷表，很多文史科系，來應徵軟體工程師，有台灣文學系，英文系，體育系，歷史系，哲學研究所，他們都去資策會的前端工程師養成班，受訓六個月就可以出來應徵工程師了，我在想：當初幹嘛那麼累唸了四年大學資管系，被資料結構與演算法搞到不能睡覺，也許去資策會就好了。
151,visible:span[dir='auto'],最近開學脆一直給我看正妹但點進去都是輔大的是怎樣啦！拜託來東吳的 東吳大學
152,visible:span[dir='auto'],"繁星47%上東吳中文根本奇跡
感謝老天🙏
1
/
2"
153,visible:span[dir='auto'],"選校還是選系真的是18歲的人生難題🫠
1
/
2"
154,visible:span[dir='auto'],要選東吳哲學還是中文🥲
